archivo,metodo,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_u,rmse_v,rmse_vel,rmse_total,tiempo
kf_25_obs_20_freq_300_var_pt.pkl,kf,20,300,pt,0.10991416999285988,0.04870617360650836,0.12352234706982036,0.12972145548630679,0.524231080315282,0.3339403316004116,0.15402075556740005,0.08777642250061035
kf_25_obs_20_freq_300_var_t.pkl,kf,20,300,t,0.11322226830885386,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1285732062225574,0.118560791015625
4dvar_25_obs_5_freq_70_var_t.pkl,4dvar,5,70,t,0.10291451212988308,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12599626717781473,26.415424585342407
enkf_25_obs_10_freq_150_var_p.pkl,enkf,10,150,p,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.019838571548461914
kf_25_obs_10_freq_300_var_st.pkl,kf,10,300,st,0.12803721855566425,0.04160905355853481,0.12299690782474076,0.133824257937718,0.07025582648623095,0.23646456505047725,0.13227693624735426,0.015588998794555664
nudging_25_obs_20_freq_70_var_s.pkl,nudging,20,70,s,0.09731488045619946,0.04160905355853481,0.12299693620378054,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459635881724801,0.0010645389556884766
enkf_25_obs_5_freq_150_var_pst.pkl,enkf,5,150,pst,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.024868249893188477
4dvar_25_obs_5_freq_300_var_pt.pkl,4dvar,5,300,pt,0.10198214088572723,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12576317436677575,27.14496159553528
4dvar_25_obs_5_freq_300_var_pst.pkl,4dvar,5,300,pst,0.10198214088572723,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12576317436677575,29.325016260147095
enkf_25_obs_20_freq_150_var_s.pkl,enkf,20,150,s,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.021590471267700195
4dvar_25_obs_10_freq_300_var_t.pkl,4dvar,10,300,t,0.09938864414182584,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1251148001808004,28.16661548614502
kf_25_obs_5_freq_70_var_st.pkl,kf,5,70,st,0.09919219691085716,0.04160905355853481,0.12299696127429013,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12506569419853986,0.003907918930053711
enkf_25_obs_20_freq_70_var_s.pkl,enkf,20,70,s,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.01047062873840332
enkf_25_obs_5_freq_300_var_pst.pkl,enkf,5,300,pst,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.04839301109313965
